KOR,MATH,GRADE 
79,73,A
81,25,B
65,68,B
79,90,A
83,54,B
37,82,B
28,22,C
47,28,C
19,25,C
46,46,B
83,54,B
34,12,C
95,23,B
86,32,B
69,16,B
58,94,A
25,100,B
31,55,B
62,39,B
47,70,B
44,12,C
45,46,B
98,25,B
33,75,B
46,29,C
76,53,B
28,23,C
90,47,B
66,40,B
46,64,B
43,44,B
35,98,B
87,39,B
19,51,C
35,37,C
43,25,C
49,92,A
51,36,B
42,57,B
85,68,A
76,68,A
92,96,A
52,55,B
31,11,C
20,73,B
98,77,A
50,59,B
44,89,B
79,80,A
90,66,A
13,95,B
94,77,A
88,18,B
84,71,A
21,28,C
39,74,B
31,91,B
87,72,A
97,36,B
43,25,C
57,38,B
41,97,B
87,52,B
93,82,A
77,62,B
53,28,B
53,95,A
91,81,A
78,13,B
95,88,A
82,35,B
75,100,A
59,72,B
55,72,B
67,47,B
62,18,B
76,37,B
56,83,B
63,58,B
30,48,C
93,95,A
27,10,C
45,60,B
14,29,C
46,81,B
37,19,C
64,95,A
78,17,B
28,73,B
18,89,B
79,19,B
56,12,C
54,54,B
17,56,C
59,69,B
38,60,B
94,96,A
73,20,B
100,38,B
74,82,A
94,26,B
54,93,A
100,97,A
44,74,B
32,28,C
64,16,B
16,56,C
28,72,B
82,51,B
10,70,B
57,37,B
19,63,B
100,39,B
29,43,C
50,25,C
22,35,C
22,21,C
75,87,A
67,84,A
50,29,C
35,20,C
82,61,A
96,53,A
90,89,A
67,99,A
36,36,C
24,87,B
72,74,A
61,92,A
88,80,A
96,12,B
64,43,B
98,25,B
19,31,C
14,45,C
77,16,B
52,99,A
28,60,B
45,27,C
26,57,B
52,43,B
58,79,B
24,79,B
39,51,B
63,38,B
16,62,C
97,41,B
96,56,A
29,76,B
45,93,B
72,92,A
15,92,B
75,82,A
38,16,C
56,69,B
90,70,A
48,68,B
49,16,C
50,73,B
65,53,B
19,34,C
80,23,B
90,73,A
56,81,B
52,64,B
71,56,B
62,75,B
14,23,C
56,29,B
91,43,B
96,19,B
92,44,B
92,14,B
14,48,C
30,26,C
20,88,B
70,49,B
29,70,B
42,95,B
68,18,B
67,85,A
98,98,A
47,88,B
34,11,C
84,45,B
74,83,A
73,20,B
16,55,C
99,47,A
99,22,B
99,100,A
11,62,C
57,28,B
17,74,B
91,85,A
19,15,C
76,50,B
85,97,A
95,52,A
67,11,C
32,19,C
85,21,B
69,70,B
54,72,B
46,13,C
75,52,B
38,97,B
97,95,A
25,12,C
61,50,B
76,39,B
100,92,A
58,98,A
58,100,A
55,25,B
35,32,C
59,34,B
36,27,C
72,44,B
15,38,C
18,18,C
90,28,B
55,90,A
89,36,B
81,42,B
87,94,A
46,98,A
94,75,A
62,14,C
30,44,C
99,74,A
62,28,B
74,18,B
73,20,B
86,82,A
28,10,C
85,55,A
97,48,A
22,17,C
59,22,B
39,81,B
14,17,C
96,55,A
35,70,B
17,68,B
60,32,B
75,52,B
14,43,C
87,18,B
76,13,B
37,33,C
48,56,B
69,10,C
40,81,B
90,14,B
11,55,C
99,88,A
58,54,B
93,43,B
45,21,C
46,85,B
62,86,A
23,49,C
85,78,A
45,57,B
100,21,B
45,20,C
38,50,B
10,82,B
16,88,B
28,94,B
61,58,B
84,81,A
94,35,B
55,84,B
35,87,B
12,26,C
45,42,B
96,27,B
71,92,A
39,41,B
23,70,B
40,97,B
26,74,B
77,42,B
32,91,B
54,83,B
63,88,A
68,83,A
22,46,C
75,36,B
27,41,C
37,69,B
49,22,C
56,77,B
57,11,C
49,33,B
63,96,A
77,91,A
33,22,C
32,24,C
59,45,B
24,38,C
80,19,B
39,76,B
60,27,B
70,11,B
57,30,B
94,100,A
88,48,B
96,90,A
91,36,B
68,15,B
100,50,A
52,96,A
71,36,B
38,89,B
30,81,B
54,46,B
37,65,B
22,48,C
66,46,B
26,10,C
11,98,B
73,62,B
25,96,B
23,97,B
44,93,B
71,36,B
60,22,B
36,97,B
60,10,C
20,66,B
95,78,A
51,52,B
64,86,A
55,61,B
49,68,B
99,82,A
59,27,B
77,79,A
49,38,B
64,89,A
62,55,B
79,22,B
43,59,B
55,91,A
27,35,C
84,48,B
12,67,C
19,38,C
64,34,B
95,46,A
16,56,C
54,87,A
84,14,B
98,95,A
25,15,C
50,29,C
91,60,A
45,93,B
51,34,B
26,19,C
59,81,A
96,52,A
81,30,B
53,68,B
62,82,A
30,94,B
38,95,B
81,74,A
28,100,B
62,34,B
87,16,B
69,26,B
60,21,B
47,33,B
52,56,B
37,15,C
66,49,B
25,85,B
66,68,B
85,46,B
19,90,B
38,35,C
69,30,B
55,61,B
28,27,C
36,43,C
58,12,C
68,87,A
70,88,A
40,54,B
55,65,B
34,98,B
15,55,C
56,29,B
98,87,A
33,80,B
72,19,B
88,37,B
25,30,C
86,70,A
60,15,C
32,28,C
73,71,A
85,94,A
94,40,B
89,49,B
95,35,B
79,43,B
58,71,B
40,32,C
54,80,B
44,69,B
62,46,B
89,75,A
62,93,A
24,84,B
93,70,A
75,100,A
29,75,B
27,72,B
17,78,B
42,20,C
26,49,C
68,21,B
40,80,B
38,38,C
94,68,A
49,63,B
51,11,C
54,27,B
62,50,B
31,73,B
59,91,A
84,95,A
18,70,B
37,98,B
39,42,B
33,62,B
44,64,B
82,32,B
10,76,B
83,49,B
67,94,A
25,55,B
96,91,A
41,98,B
95,92,A
72,91,A
51,62,B
48,67,B
22,60,B
74,77,A
91,28,B
55,79,B
60,17,C
86,56,A
34,21,C
53,68,B
43,67,B
91,91,A
13,89,B
15,53,C
21,96,B
99,85,A
96,68,A
62,61,B
86,52,B
13,19,C
80,51,B
51,23,C
35,35,C
88,83,A
100,33,B
27,60,B
39,91,B
95,23,B
89,16,B
51,43,B
18,78,B
28,35,C
79,58,B
62,10,C
42,100,A
51,64,B
80,52,B
100,88,A
65,39,B
53,20,C
27,11,C
11,23,C
49,91,A
52,62,B
36,94,B
45,30,C
66,28,B
61,91,A
12,92,B
32,30,C
35,73,B
60,70,B
39,84,B
61,50,B
66,78,A
57,38,B
26,66,B
99,70,A
77,22,B
80,41,B
42,80,B
74,22,B
49,19,C
72,84,A
92,44,B
18,50,C
100,76,A
46,89,B
94,30,B
99,25,B
75,34,B
41,87,B
91,43,B
69,99,A
99,70,A
65,24,B
49,41,B
96,81,A
44,39,B
91,29,B
26,30,C
49,42,B
79,81,A
21,62,B
37,98,B
91,75,A
96,31,B
83,61,A
14,46,C
44,80,B
17,87,B
81,89,A
58,57,B
100,83,A
49,92,A
24,91,B
40,67,B
38,39,C
17,73,B
15,66,B
51,21,C
96,20,B
29,63,B
78,80,A
95,14,B
13,48,C
40,99,B
42,94,B
74,81,A
22,13,C
55,83,B
27,59,B
69,57,B
17,52,C
73,79,A
87,47,B
77,91,A
92,27,B
43,33,C
26,21,C
16,77,B
10,92,B
89,85,A
11,74,B
55,89,A
66,12,C
82,22,B
74,81,A
85,72,A
92,14,B
39,88,B
39,15,C
76,60,B
26,24,C
99,75,A
43,82,B
65,86,A
87,22,B
39,57,B
64,25,B
61,18,C
95,43,B
67,26,B
49,38,B
29,75,B
94,33,B
46,60,B
38,88,B
91,71,A
37,47,B
79,79,A
83,43,B
18,94,B
73,17,B
13,38,C
61,20,B
17,80,B
62,64,B
51,65,B
85,40,B
71,62,B
48,84,B
33,55,B
74,47,B
46,72,B
67,74,A
75,88,A
25,24,C
85,41,B
44,51,B
17,18,C
42,34,C
85,68,A
43,91,B
10,85,B
90,50,A
22,80,B
99,93,A
59,37,B
89,21,B
33,52,B
71,73,A
50,26,C
28,91,B
77,15,B
37,54,B
34,82,B
96,81,A
72,38,B
56,71,B
20,17,C
81,55,B
24,94,B
18,83,B
10,53,C
54,13,C
66,71,B
70,23,B
72,41,B
45,75,B
50,94,A
70,21,B
86,60,A
42,95,B
34,67,B
32,69,B
83,66,A
80,68,A
89,64,A
98,45,A
36,80,B
19,69,B
44,65,B
47,55,B
11,37,C
70,99,A
33,40,C
13,70,B
89,87,A
49,20,C
80,80,A
36,86,B
19,10,C
86,65,A
29,90,B
30,23,C
77,15,B
99,39,B
31,97,B
20,10,C
47,57,B
21,86,B
26,64,B
41,25,C
36,67,B
89,91,A
11,65,C
27,59,B
82,23,B
95,23,B
54,76,B
84,97,A
49,12,C
72,90,A
51,66,B
41,63,B
42,16,C
46,78,B
79,60,B
30,83,B
59,96,A
37,66,B
58,42,B
39,68,B
84,94,A
44,44,B
52,10,C
16,53,C
74,26,B
78,66,A
37,71,B
76,48,B
92,15,B
68,36,B
67,71,B
14,33,C
95,63,A
28,74,B
91,19,B
66,57,B
74,84,A
52,53,B
16,33,C
26,38,C
22,76,B
62,94,A
42,78,B
72,56,B
73,85,A
25,98,B
67,15,B
49,58,B
63,59,B
37,61,B
95,18,B
93,85,A
42,71,B
63,18,B
76,35,B
55,73,B
92,19,B
65,74,B
40,64,B
81,37,B
26,55,B
49,93,A
38,58,B
14,46,C
51,76,B
53,82,B
50,18,C
56,18,C
13,84,B
52,71,B
54,66,B
77,38,B
72,45,B
35,69,B
26,66,B
54,43,B
37,25,C
64,80,A
84,13,B
88,14,B
30,35,C
77,20,B
67,21,B
59,23,B
54,49,B
100,89,A
98,31,B
66,42,B
67,24,B
50,48,B
87,73,A
21,68,B
50,74,B
67,17,B
93,77,A
41,30,C
19,92,B
90,80,A
52,54,B
55,29,B
51,64,B
71,62,B
96,28,B
88,35,B
84,53,B
77,23,B
10,99,B
37,69,B
49,92,A
46,42,B
20,96,B
67,45,B
19,87,B
51,32,B
67,75,A
39,71,B
82,72,A
95,16,B
24,81,B
42,92,B
50,84,B
97,85,A
66,71,B
45,50,B
22,13,C
41,54,B
25,100,B
47,21,C
80,81,A
71,86,A
32,86,B
58,63,B
70,44,B
88,96,A
25,21,C
65,63,B
56,48,B
34,77,B
100,48,A
23,19,C
14,91,B
81,96,A
85,36,B
90,60,A
15,16,C
22,87,B
85,37,B
84,20,B
77,98,A
93,66,A
74,76,A
65,16,B
14,55,C
64,21,B
56,83,B
33,80,B
34,35,C
79,84,A
78,76,A
87,52,B
14,19,C
27,56,B
16,61,C
38,89,B
31,76,B
49,57,B
76,99,A
66,53,B
95,34,B
57,18,C
85,61,A
77,79,A
65,37,B
14,53,C
50,81,B
98,20,B
82,12,B
53,42,B
37,87,B
45,27,C
79,89,A
96,62,A
89,38,B
58,39,B
73,60,B
91,35,B
61,100,A
37,63,B
90,91,A
99,100,A
38,26,C
83,83,A
73,69,A
93,67,A
38,86,B
81,55,B
70,95,A
33,50,B
28,85,B
39,27,C
40,97,B
53,15,C
69,41,B
97,95,A
14,22,C
17,70,B
91,99,A
52,82,B
22,20,C
76,21,B
33,23,C
86,100,A
11,78,B
23,41,C
66,38,B
78,18,B
40,23,C
89,72,A
98,93,A
28,22,C
69,65,B
57,54,B
11,72,B
22,83,B
59,31,B
62,33,B
60,67,B
65,28,B
83,87,A
67,94,A
90,19,B
18,87,B
32,24,C
61,33,B
20,51,C
94,14,B
42,56,B
27,14,C
29,98,B
73,44,B
75,18,B
49,18,C
88,66,A
45,43,B
46,67,B
63,12,C
100,85,A
46,90,B
12,29,C
46,82,B
40,89,B
17,30,C
61,56,B
53,29,B
31,88,B
65,55,B
42,81,B
54,49,B
26,11,C
89,24,B
61,94,A
48,97,A
33,92,B
76,65,A
34,40,C
87,37,B
25,66,B
62,48,B
89,99,A
20,81,B
60,16,C
31,52,B
60,51,B
12,57,C
72,10,B
68,78,A
62,82,A
48,55,B
91,14,B
26,38,C
50,72,B
54,31,B
48,85,B
69,20,B
97,30,B
62,68,B
73,22,B
63,35,B
83,100,A
76,22,B
54,11,C
96,49,A
71,28,B
34,35,C
58,89,A
75,78,A
48,12,C
90,20,B
34,37,C
94,17,B
23,62,B
17,79,B
45,13,C
21,94,B
75,55,B
100,60,A
61,69,B
89,81,A
57,76,B
68,27,B
40,36,C
19,15,C
31,70,B
71,15,B
33,72,B
71,66,B
54,67,B
71,27,B
57,19,C
63,60,B
75,85,A
22,64,B
14,92,B
16,67,B
50,10,C
39,68,B
37,90,B
94,85,A
98,92,A
88,77,A
48,98,A
16,43,C
47,19,C
93,45,B
70,34,B
10,58,C
99,69,A
29,41,C
22,25,C
57,14,C
27,100,B
24,46,C
94,36,B
33,11,C
68,11,C
48,64,B
36,93,B
15,11,C
67,27,B
94,37,B
52,44,B
34,61,B
75,58,B
30,95,B
22,14,C
20,57,C
19,80,B
90,34,B
31,54,B
76,17,B
80,64,A
76,98,A
58,61,B
41,46,B
24,27,C
35,83,B
39,15,C
67,90,A
27,74,B
32,94,B
22,25,C
33,78,B
33,17,C
18,84,B
70,76,A
50,72,B
76,48,B
17,17,C
92,60,A
30,46,C
67,99,A
49,23,C
66,95,A
81,92,A
83,17,B
90,84,A
25,22,C
89,28,B
84,54,B
71,51,B
63,90,A
15,99,B
19,39,C
32,97,B
20,91,B
13,48,C
60,51,B
91,69,A
38,46,B
13,71,B
25,90,B
40,82,B
26,99,B
51,64,B
53,49,B
68,48,B
98,96,A
94,96,A
80,46,B
43,85,B
56,74,B
43,27,C
64,58,B
31,76,B
58,37,B
98,59,A
46,36,B
46,89,B
96,35,B
63,44,B
62,71,B
90,100,A
32,11,C
56,64,B
90,29,B
80,16,B
69,89,A
43,88,B
79,21,B
81,67,A
12,98,B
66,29,B
72,26,B
65,21,B
85,93,A
53,88,A
68,59,B
15,84,B
56,47,B
64,42,B
95,57,A
92,17,B
35,42,C
89,78,A
44,96,A
72,66,B
78,76,A
78,29,B
14,99,B
29,10,C
49,40,B
89,91,A
54,12,C
23,59,B
68,87,A
14,69,B
84,64,A
84,70,A
81,16,B
93,88,A
76,63,B
28,94,B
71,56,B
58,20,C
67,39,B
46,75,B
94,78,A
18,11,C
39,82,B
81,65,A
67,12,C
62,57,B
30,93,B
59,52,B
37,88,B
64,19,B
100,23,B
73,15,B
94,82,A
88,75,A
25,46,C
44,17,C
66,21,B
23,71,B
20,92,B
37,58,B
23,64,B
43,14,C
96,91,A
58,31,B
36,14,C
17,57,C
73,24,B
57,88,A
94,18,B
66,29,B
48,91,B
52,53,B
65,54,B
68,66,B
83,24,B
94,28,B
29,40,C
47,84,B
82,88,A
48,96,A
90,42,B
50,34,B
36,56,B
38,35,C
53,51,B
88,42,B
24,63,B
32,74,B
40,75,B
93,11,B
64,95,A
12,60,C
66,23,B
26,30,C
85,50,B
43,84,B
56,99,A
33,67,B
75,12,B
61,70,B
58,42,B
21,75,B
54,100,A
77,74,A
77,100,A
60,51,B
53,71,B
53,56,B
91,29,B
50,73,B
71,29,B
17,54,C
27,54,B
10,88,B
73,43,B
57,91,A
45,36,B
15,93,B
98,41,B
66,20,B
35,30,C
55,11,C
70,95,A
12,62,C
38,45,B
86,25,B
71,44,B
59,25,B
51,40,B
35,85,B
42,27,C
14,19,C
73,87,A
46,89,B
52,88,A
13,26,C
62,10,C
93,94,A
78,56,B
97,26,B
78,27,B
62,47,B
78,82,A
71,54,B
37,12,C
85,68,A
81,30,B
15,77,B
36,99,B
74,80,A
57,12,C
86,93,A
82,61,A
80,17,B
100,73,A
59,66,B
18,15,C
28,39,C
89,10,B
35,12,C
39,75,B
88,94,A
33,36,C
11,48,C
56,23,C
21,46,C
88,51,B
78,37,B
17,15,C
87,52,B
37,52,B
74,10,B
95,33,B
23,64,B
72,78,A
59,29,B
53,49,B
43,21,C
95,14,B
21,13,C
72,58,B
62,72,B
46,63,B
75,73,A
56,53,B
11,78,B
42,63,B
23,46,C
34,69,B
13,81,B
19,42,C
93,36,B
37,26,C
56,31,B
83,22,B
12,24,C
34,95,B
94,88,A
72,99,A
41,33,C
99,36,B
21,49,C
68,19,B
40,13,C
59,88,A
29,34,C
88,43,B
15,16,C
17,88,B
45,10,C
53,43,B
28,46,C
100,46,A
51,43,B
56,96,A
30,65,B
73,32,B
92,32,B
98,17,B
33,15,C
25,11,C
29,89,B
33,32,C
41,59,B
74,92,A
18,39,C
82,47,B
14,94,B
96,66,A
53,25,C
59,79,B
11,83,B
89,38,B
69,62,B
35,50,B
25,95,B
19,10,C
42,55,B
57,27,B
70,68,B
66,74,A
85,90,A
50,17,C
46,13,C
76,36,B
18,38,C
64,33,B
28,36,C
53,38,B
66,24,B
16,38,C
60,70,B
55,71,B
85,55,A
39,32,C
53,80,B
85,54,B
36,45,B
23,28,C
31,53,B
33,86,B
15,15,C
58,48,B
97,32,B
37,14,C
15,39,C
35,19,C
66,49,B
13,29,C
17,15,C
56,85,A
40,12,C
59,73,B
96,89,A
93,21,B
73,74,A
29,52,B
83,65,A
100,95,A
53,78,B
85,100,A
23,16,C
20,91,B
62,79,A
11,33,C
72,58,B
31,91,B
24,47,C
96,65,A
77,21,B
11,47,C
66,59,B
92,26,B
76,94,A
78,28,B
36,65,B
30,29,C
90,94,A
94,69,A
30,53,B
97,66,A
98,44,A
64,76,A
67,92,A
29,10,C
49,61,B
67,31,B
30,51,B
82,88,A
45,80,B
66,44,B
17,80,B
25,35,C
90,75,A
84,83,A
29,32,C
12,89,B
74,83,A
32,87,B
34,50,B
72,18,B
35,80,B
70,95,A
29,61,B
83,76,A
30,77,B
84,36,B
80,72,A
94,14,B
58,63,B
46,22,C
22,69,B
32,14,C
70,44,B
56,38,B
91,31,B
68,24,B
75,51,B
38,20,C
30,73,B
89,34,B
77,94,A
56,68,B
78,22,B
21,79,B
82,22,B
83,86,A
33,86,B
45,66,B
65,89,A
36,54,B
24,60,B
66,13,C
72,67,B
43,11,C
18,98,B
65,74,B
93,19,B
78,96,A
88,33,B
89,12,B
87,44,B
56,69,B
13,35,C
17,44,C
90,91,A
45,49,B
45,36,B
90,76,A
27,93,B
61,82,A
46,33,C
68,43,B
96,56,A
34,13,C
51,46,B
79,40,B
50,75,B
88,11,B
15,57,C
56,10,C
95,63,A
89,12,B
39,12,C
93,70,A
73,26,B
38,46,B
25,73,B
87,91,A
94,85,A
20,11,C
74,21,B
25,40,C
71,21,B
94,16,B
67,36,B
46,60,B
64,76,A
83,11,B
84,44,B
55,77,B
27,81,B
56,17,C
10,40,C
12,19,C
11,71,B
73,97,A
18,92,B
62,91,A
80,14,B
46,64,B
75,30,B
32,64,B
39,19,C
83,21,B
89,85,A
82,29,B
23,79,B
16,43,C
93,92,A
75,32,B
89,65,A
38,20,C
56,61,B
52,80,B
29,31,C
62,14,C
27,49,C
50,39,B
68,14,B
27,45,C
53,32,B
52,40,B
34,39,C
14,92,B
93,99,A
96,29,B
86,59,A
60,11,C
42,43,B
45,54,B
33,32,C
67,48,B
54,64,B
100,25,B
69,36,B
63,88,A
70,29,B
89,32,B
36,64,B
29,68,B
71,86,A
83,39,B
12,69,B
45,78,B
73,34,B
86,38,B
100,72,A
59,79,B
40,68,B
90,79,A
42,46,B
50,72,B
19,16,C
30,46,C
27,53,B
22,45,C
63,13,C
91,27,B
62,45,B
14,46,C
99,25,B
98,12,B
33,13,C
60,51,B
81,48,B
27,77,B
59,35,B
64,55,B
22,90,B
69,46,B
56,47,B
60,61,B
74,20,B
24,86,B
33,95,B
25,84,B
70,71,A
63,80,A
56,54,B
99,48,A
10,57,C
90,63,A
67,65,B
94,71,A
90,64,A
49,16,C
70,49,B
89,90,A
74,76,A
48,39,B
33,80,B
81,91,A
55,49,B
60,70,B
51,63,B
39,52,B
80,11,B
74,73,A
79,26,B
46,35,B
61,78,B
94,24,B
74,46,B
75,94,A
18,99,B
24,14,C
78,27,B
50,81,B
43,70,B
18,90,B
81,90,A
75,55,B
56,47,B
20,49,C
50,57,B
49,63,B
85,91,A
82,66,A
74,42,B
16,41,C
70,38,B
63,35,B
89,63,A
69,75,A
99,95,A
17,97,B
33,66,B
61,27,B
61,69,B
47,28,C
36,65,B
40,29,C
67,96,A
87,65,A
20,88,B
33,59,B
11,46,C
48,58,B
38,39,C
59,12,C
80,13,B
30,75,B
59,17,C
99,66,A
83,56,B
58,53,B
52,19,C
36,71,B
31,61,B
16,66,B
73,14,B
31,79,B
46,58,B
90,47,B
25,15,C
54,98,A
69,33,B
84,64,A
55,65,B
62,68,B
48,37,B
25,44,C
96,51,A
39,13,C
75,41,B
91,27,B
74,17,B
46,50,B
32,76,B
94,46,A
24,45,C
16,79,B
60,41,B
15,97,B
53,18,C
81,41,B
17,80,B
28,11,C
36,29,C
68,51,B
48,27,C
76,45,B
35,74,B
67,60,B
38,12,C
64,50,B
75,81,A
90,58,A
96,54,A
44,95,B
36,85,B
48,25,C
14,65,C
31,35,C
84,43,B
84,84,A
93,87,A
35,43,C
58,88,A
96,46,A
68,27,B
67,56,B
77,45,B
75,95,A
63,13,C
78,48,B
79,88,A
20,63,B
93,72,A
34,76,B
96,84,A
98,63,A
51,26,C
67,81,A
78,84,A
20,33,C
79,29,B
80,72,A
42,88,B
26,46,C
69,72,A
38,57,B
49,78,B
61,90,A
92,78,A
10,24,C
56,15,C
40,13,C
75,71,A
23,86,B
18,82,B
90,34,B
28,30,C
26,57,B
60,25,B
66,88,A
69,50,B
20,33,C
95,30,B
56,64,B
75,62,B
24,68,B
24,74,B
77,27,B
63,82,A
64,15,C
69,75,A
46,90,B
30,43,C
15,92,B
50,47,B
87,83,A
62,98,A
58,16,C
97,45,A
56,34,B
72,64,B
34,69,B
78,15,B
10,43,C
46,27,C
49,85,B
37,41,C
14,91,B
99,15,B
39,34,C
85,44,B
66,69,B
59,19,C
25,59,B
34,41,C
84,34,B
99,41,A
98,42,A
32,52,B
59,49,B
79,85,A
54,19,C
32,88,B
63,94,A
76,23,B
16,21,C
49,41,B
93,94,A
95,84,A
80,64,A
62,49,B
54,37,B
48,70,B
92,88,A
38,42,B
14,36,C
10,82,B
50,85,B
30,17,C
43,92,B
23,71,B
42,55,B
21,87,B
96,64,A
10,29,C
85,79,A
67,71,B
79,12,B
78,89,A
35,52,B
37,18,C
52,21,C
79,68,A
72,46,B
39,29,C
33,14,C
30,87,B
98,61,A
94,24,B
90,93,A
42,91,B
54,58,B
27,74,B
10,25,C
77,77,A
66,91,A
37,23,C
32,100,B
81,48,B
12,21,C
76,71,A
46,38,B
27,44,C
82,100,A
94,76,A
88,91,A
98,47,A
18,22,C
76,21,B
22,80,B
21,75,B
98,21,B
16,63,C
96,44,A
91,37,B
69,30,B
46,70,B
36,66,B
60,77,B
79,79,A
70,55,B
98,26,B
64,46,B
11,79,B
73,85,A
41,38,C
79,29,B
56,39,B
69,35,B
89,49,B
15,82,B
25,94,B
23,16,C
71,57,B
54,90,A
48,66,B
99,64,A
76,16,B
21,14,C
81,68,A
44,18,C
55,43,B
63,96,A
49,19,C
27,78,B
64,86,A
42,84,B
21,85,B
55,31,B
24,92,B
15,23,C
64,18,B
98,26,B
87,13,B
59,34,B
51,97,A
87,88,A
37,17,C
60,31,B
54,14,C
54,73,B
74,31,B
51,60,B
74,10,B
81,77,A
84,96,A
39,98,B
48,87,B
10,41,C
20,29,C
78,31,B
30,43,C
73,96,A
53,89,A
76,35,B
75,24,B
20,48,C
10,35,C
38,25,C
18,11,C
85,98,A
41,88,B
16,83,B
19,15,C
94,91,A
17,76,B
39,54,B
86,86,A
60,97,A
15,88,B
23,96,B
66,89,A
20,75,B
33,60,B
32,45,C
25,39,C
89,41,B
74,14,B
65,74,B
88,35,B
34,39,C
59,54,B
36,70,B
75,75,A
26,76,B
36,53,B
40,59,B
51,55,B
92,96,A
83,47,B
87,65,A
78,44,B
89,84,A
93,88,A
45,31,C
92,77,A
16,81,B
35,82,B
85,26,B
22,84,B
24,41,C
97,31,B
15,42,C
95,90,A
55,58,B
90,65,A
49,78,B
75,64,B
89,32,B
34,71,B
52,69,B
15,36,C
51,17,C
25,75,B
28,68,B
55,27,B
18,36,C
97,85,A
76,12,B
98,78,A
10,61,C
40,68,B
12,21,C
37,38,C
94,17,B
39,92,B
56,38,B
89,51,A
71,85,A
43,12,C
35,96,B
43,12,C
34,60,B
82,52,B
28,95,B
91,33,B
88,67,A
24,92,B
67,49,B
17,16,C
76,53,B
100,77,A
63,95,A
92,26,B
76,61,B
64,12,C
20,15,C
24,64,B
21,76,B
62,17,C
82,89,A
64,50,B
19,64,B
85,18,B
46,13,C
95,75,A
29,41,C
24,94,B
38,26,C
64,14,C
79,90,A
43,27,C
88,11,B
71,94,A
32,62,B
81,79,A
67,50,B
20,55,C
50,67,B
93,36,B
52,17,C
84,95,A
28,13,C
32,39,C
58,12,C
35,70,B
69,14,B
84,47,B
27,96,B
49,81,B
41,27,C
39,57,B
79,21,B
18,74,B
58,73,B
93,41,B
89,85,A
31,98,B
47,66,B
61,27,B
56,10,C
86,46,B
71,70,A
81,83,A
12,60,C
31,87,B
44,33,C
19,16,C
44,72,B
87,62,A
82,99,A
56,70,B
17,44,C
33,48,B
40,34,C
91,81,A
24,100,B
19,25,C
48,83,B
42,32,C
49,89,B
21,76,B
56,37,B
97,65,A
45,19,C
89,27,B
73,12,B
19,76,B
96,84,A
87,50,B
39,31,C
73,35,B
16,87,B
28,45,C
14,42,C
79,80,A
86,34,B
28,55,B
75,57,B
84,71,A
56,12,C
89,97,A
72,48,B
96,34,B
46,30,C
65,100,A
76,94,A
93,99,A
60,17,C
17,19,C
66,60,B
73,66,B
35,75,B
53,76,B
30,93,B
82,19,B
47,53,B
30,18,C
67,24,B
62,36,B
13,68,B
26,13,C
13,56,C
41,58,B
39,79,B
72,76,A
66,70,B
63,86,A
82,46,B
91,78,A
32,36,C
52,82,B
20,39,C
49,41,B
74,27,B
24,31,C
52,97,A
52,85,B
63,37,B
71,91,A
77,80,A
64,20,B
61,28,B
97,41,B
15,22,C
91,73,A
73,91,A
78,86,A
96,37,B
79,84,A
32,65,B
20,88,B
79,15,B
12,40,C
49,88,B
86,88,A
30,49,C
92,24,B
44,82,B
85,85,A
90,86,A
52,18,C
77,10,B
17,70,B
18,19,C
21,32,C
24,16,C
82,69,A
87,39,B
10,67,C
84,91,A
30,45,C
63,14,C
36,21,C
52,28,B
90,59,A
65,39,B
58,83,A
11,99,B
99,74,A
92,33,B
48,84,B
11,55,C
84,47,B
27,67,B
48,85,B
11,57,C
70,27,B
13,46,C
79,36,B
42,91,B
11,71,B
23,20,C
30,23,C
85,23,B
83,16,B
35,81,B
100,47,A
31,86,B
45,59,B
25,85,B
94,59,A
89,32,B
52,40,B
19,69,B
52,92,A
98,80,A
82,55,B
74,81,A
89,75,A
60,83,A
82,91,A
72,34,B
82,89,A
83,34,B
97,41,B
35,14,C
14,48,C
14,54,C
98,16,B
41,36,C
79,29,B
14,16,C
72,42,B
43,63,B
93,78,A
60,59,B
23,71,B
62,100,A
79,75,A
22,65,B
56,20,C
96,51,A
28,23,C
97,62,A
63,55,B
35,11,C
38,72,B
22,44,C
93,10,B
57,68,B
18,99,B
57,55,B
50,20,C
67,28,B
28,26,C
97,20,B
41,39,B
83,66,A
66,57,B
11,37,C
60,70,B
100,42,A
34,34,C
34,43,C
25,95,B
30,44,C
39,51,B
12,61,C
24,14,C
54,60,B
77,13,B
12,44,C
12,98,B
84,62,A
33,83,B
97,49,A
13,20,C
10,60,C
54,39,B
58,13,C
59,16,C
84,82,A
13,44,C
13,26,C
43,98,A
71,36,B
42,87,B
48,41,B
90,17,B
37,76,B
26,49,C
41,64,B
12,34,C
93,76,A
75,36,B
53,54,B
69,90,A
24,75,B
61,16,C
49,12,C
24,87,B
66,88,A
33,49,B
84,62,A
42,28,C
36,43,C
68,38,B
27,52,C
36,47,B
11,98,B
23,57,B
80,70,A
34,83,B
82,23,B
36,45,B
60,29,B
87,56,A
60,42,B
66,23,B
45,50,B
15,40,C
34,48,B
32,66,B
38,56,B
76,29,B
64,73,B
29,81,B
42,82,B
35,55,B
67,53,B
67,79,A
53,42,B
88,15,B
45,52,B
97,31,B
81,24,B
62,32,B
50,56,B
38,37,C
61,35,B
11,14,C
55,96,A
