KOR,MATH,GRADE 
72,88,A
84,99,A
70,66,B
77,16,B
51,35,B
59,48,B
46,26,C
79,61,A
27,43,C
25,50,C
29,100,B
36,96,B
82,99,A
87,82,A
69,60,B
39,74,B
79,52,B
31,44,C
52,43,B
37,43,B
40,35,C
37,89,B
77,35,B
46,14,C
46,98,A
76,89,A
49,12,C
32,18,C
49,22,C
94,17,B
51,10,C
79,89,A
97,36,B
54,85,B
54,12,C
82,18,B
87,80,A
97,100,A
62,27,B
89,23,B
61,54,B
44,47,B
53,78,B
94,37,B
67,28,B
59,95,A
51,82,B
44,59,B
39,34,C
13,94,B
43,64,B
52,95,A
34,58,B
99,35,B
54,77,B
55,32,B
69,20,B
89,21,B
47,27,C
75,42,B
89,51,A
82,94,A
87,35,B
71,66,B
18,78,B
14,80,B
84,27,B
22,76,B
12,45,C
38,39,C
58,44,B
86,63,A
38,97,B
90,18,B
13,36,C
60,34,B
71,65,B
21,18,C
42,21,C
86,62,A
98,22,B
24,53,C
89,49,B
42,59,B
36,74,B
55,86,A
84,49,B
76,61,B
73,75,A
87,62,A
48,45,B
73,10,B
67,33,B
67,66,B
20,90,B
42,74,B
97,78,A
48,85,B
68,24,B
11,83,B
61,14,C
40,47,B
85,34,B
26,51,C
19,59,C
54,45,B
100,34,B
68,44,B
22,36,C
35,71,B
85,27,B
41,39,B
79,36,B
36,48,B
100,11,B
37,35,C
41,85,B
87,87,A
85,93,A
78,50,B
84,80,A
66,75,A
41,81,B
89,86,A
90,45,B
58,87,A
11,41,C
86,97,A
39,47,B
89,11,B
80,91,A
63,79,A
44,22,C
23,19,C
18,22,C
91,17,B
30,53,B
66,61,B
27,59,B
42,13,C
49,21,C
17,85,B
66,23,B
54,20,C
13,40,C
98,10,B
54,99,A
78,100,A
100,65,A
46,19,C
78,31,B
89,79,A
67,61,B
46,86,B
54,94,A
41,59,B
56,72,B
54,59,B
23,91,B
21,92,B
83,73,A
67,30,B
27,17,C
60,99,A
85,87,A
29,55,B
15,95,B
98,65,A
56,72,B
12,19,C
57,88,A
36,17,C
51,52,B
57,72,B
65,24,B
81,79,A
14,43,C
69,58,B
79,45,B
32,40,C
35,34,C
37,89,B
45,10,C
27,65,B
25,47,C
61,58,B
57,80,B
40,89,B
86,51,B
39,38,C
57,98,A
88,98,A
83,63,A
96,66,A
91,73,A
51,84,B
83,69,A
87,57,A
38,89,B
28,89,B
75,58,B
97,93,A
98,62,A
68,44,B
36,31,C
96,75,A
24,95,B
66,28,B
31,38,C
22,26,C
53,25,C
90,15,B
25,74,B
10,91,B
68,19,B
39,65,B
61,68,B
67,74,A
74,76,A
89,71,A
97,85,A
30,74,B
16,73,B
72,92,A
39,100,B
39,90,B
32,92,B
87,85,A
55,97,A
63,40,B
67,21,B
49,32,B
54,95,A
12,65,C
80,95,A
38,67,B
51,63,B
56,96,A
58,22,B
86,88,A
33,10,C
84,25,B
97,27,B
76,70,A
71,17,B
57,40,B
81,98,A
53,64,B
66,32,B
52,38,B
65,44,B
70,33,B
47,47,B
19,99,B
62,28,B
54,33,B
59,10,C
57,38,B
83,45,B
72,43,B
52,18,C
87,42,B
84,12,B
79,10,B
63,35,B
73,25,B
11,29,C
90,93,A
39,73,B
57,90,A
48,47,B
29,38,C
49,74,B
33,40,C
53,89,A
66,93,A
32,76,B
92,22,B
40,67,B
42,90,B
20,98,B
27,29,C
36,29,C
95,78,A
80,63,A
96,96,A
54,36,B
83,74,A
73,62,B
20,26,C
70,79,A
77,25,B
13,70,B
86,62,A
53,78,B
21,16,C
39,45,B
56,66,B
45,74,B
87,14,B
48,69,B
74,66,A
85,12,B
44,90,B
66,59,B
16,33,C
34,38,C
72,44,B
34,83,B
78,35,B
25,84,B
57,61,B
98,23,B
67,49,B
71,27,B
53,45,B
91,46,B
72,73,A
34,76,B
14,57,C
94,60,A
89,40,B
39,96,B
69,22,B
55,84,B
69,58,B
28,72,B
51,63,B
90,94,A
55,42,B
55,53,B
74,59,B
70,58,B
67,18,B
29,93,B
81,45,B
50,99,A
11,11,C
48,80,B
51,79,B
55,45,B
30,73,B
81,39,B
45,79,B
73,76,A
25,25,C
33,82,B
48,79,B
17,23,C
16,17,C
61,71,B
65,33,B
45,16,C
97,83,A
24,81,B
81,82,A
20,84,B
49,65,B
57,17,C
43,82,B
66,63,B
60,64,B
75,58,B
83,84,A
29,94,B
28,40,C
78,85,A
94,43,B
95,43,B
93,31,B
22,53,C
96,52,A
72,98,A
19,47,C
38,10,C
18,86,B
15,70,B
69,81,A
87,60,A
73,34,B
77,75,A
21,68,B
39,94,B
31,97,B
42,50,B
24,98,B
19,63,B
100,50,A
24,26,C
23,70,B
12,85,B
12,91,B
69,92,A
99,16,B
13,90,B
37,65,B
32,55,B
43,35,C
19,95,B
34,71,B
24,28,C
46,64,B
54,52,B
73,66,B
48,46,B
59,31,B
41,26,C
98,98,A
72,52,B
42,47,B
15,67,B
87,96,A
59,62,B
88,41,B
49,87,B
29,49,C
94,57,A
72,50,B
75,19,B
65,90,A
62,61,B
78,65,A
13,41,C
18,21,C
59,91,A
89,64,A
21,87,B
85,52,B
88,90,A
22,37,C
59,80,B
25,99,B
29,41,C
94,68,A
33,48,B
70,12,B
47,49,B
64,68,B
74,44,B
58,28,B
99,85,A
74,29,B
27,44,C
80,89,A
14,72,B
23,52,C
25,35,C
41,63,B
97,65,A
40,69,B
26,79,B
25,99,B
52,65,B
99,100,A
13,91,B
38,23,C
31,11,C
71,95,A
30,45,C
74,58,B
100,77,A
50,68,B
97,61,A
11,73,B
74,38,B
50,70,B
87,93,A
20,100,B
100,72,A
22,63,B
33,10,C
72,12,B
48,96,A
73,62,B
93,88,A
33,87,B
44,12,C
56,14,C
17,31,C
95,16,B
88,31,B
96,62,A
39,97,B
33,36,C
98,93,A
30,49,C
46,100,A
78,83,A
14,98,B
88,35,B
66,15,B
53,78,B
17,64,B
23,20,C
19,13,C
56,28,B
71,34,B
58,14,C
83,30,B
63,42,B
95,19,B
32,40,C
45,62,B
65,49,B
60,34,B
96,98,A
24,47,C
62,76,B
68,48,B
18,37,C
73,28,B
68,61,B
31,66,B
14,53,C
73,12,B
73,100,A
73,46,B
81,73,A
74,51,B
64,74,B
82,77,A
18,53,C
12,90,B
50,83,B
51,40,B
93,70,A
11,95,B
58,59,B
27,19,C
92,64,A
77,10,B
98,33,B
89,73,A
95,88,A
55,97,A
55,33,B
47,47,B
80,88,A
61,56,B
70,100,A
63,33,B
22,63,B
62,11,C
43,91,B
75,45,B
23,67,B
89,83,A
21,51,C
26,71,B
17,19,C
49,97,A
84,58,A
75,41,B
72,11,B
32,98,B
88,14,B
31,31,C
99,61,A
25,48,C
42,17,C
58,55,B
37,47,B
66,62,B
100,33,B
17,35,C
99,71,A
62,100,A
22,49,C
79,36,B
10,30,C
88,55,A
74,94,A
58,12,C
44,50,B
44,58,B
19,14,C
83,48,B
47,96,A
29,92,B
50,77,B
68,62,B
66,12,C
72,10,B
93,47,A
49,58,B
87,32,B
64,11,C
88,41,B
55,80,B
69,53,B
70,33,B
44,65,B
10,90,B
87,17,B
65,27,B
45,23,C
100,77,A
27,97,B
57,44,B
96,54,A
70,57,B
89,92,A
12,42,C
29,97,B
71,36,B
87,27,B
66,65,B
99,12,B
97,35,B
82,88,A
87,79,A
78,16,B
87,81,A
12,30,C
17,98,B
64,36,B
39,37,C
98,66,A
36,42,C
41,88,B
39,13,C
53,37,B
21,37,C
44,91,B
33,60,B
84,18,B
65,68,B
23,91,B
69,90,A
87,28,B
77,41,B
45,78,B
57,100,A
67,79,A
71,17,B
95,64,A
87,36,B
23,72,B
50,96,A
66,62,B
71,15,B
94,51,A
31,91,B
83,24,B
15,91,B
50,46,B
16,47,C
61,67,B
23,49,C
46,90,B
83,93,A
22,27,C
10,42,C
58,61,B
75,19,B
55,36,B
97,73,A
88,54,A
93,65,A
17,35,C
64,21,B
95,46,A
22,40,C
54,25,C
67,68,B
57,55,B
40,85,B
98,13,B
61,89,A
57,48,B
79,60,B
63,95,A
26,86,B
28,64,B
31,45,C
13,91,B
31,21,C
23,56,C
94,90,A
76,69,A
30,81,B
98,19,B
12,98,B
45,34,C
48,66,B
71,81,A
81,85,A
64,50,B
35,95,B
12,76,B
93,82,A
21,90,B
51,62,B
38,42,B
44,71,B
45,68,B
100,21,B
39,65,B
10,47,C
95,48,A
41,54,B
15,63,C
98,51,A
89,39,B
77,42,B
34,95,B
31,41,C
63,75,B
63,65,B
53,52,B
81,69,A
63,36,B
33,63,B
89,27,B
15,18,C
22,45,C
28,70,B
40,77,B
40,39,C
12,87,B
43,69,B
95,18,B
95,37,B
45,27,C
50,20,C
59,86,A
46,89,B
17,63,B
29,87,B
37,95,B
58,38,B
26,65,B
22,91,B
37,67,B
28,50,C
67,92,A
50,56,B
60,33,B
11,79,B
53,75,B
73,81,A
16,96,B
81,32,B
88,89,A
23,95,B
83,74,A
85,20,B
30,36,C
37,85,B
31,75,B
33,89,B
36,69,B
73,78,A
40,100,A
40,89,B
16,52,C
11,16,C
28,45,C
30,18,C
30,72,B
13,71,B
67,12,C
98,34,B
49,44,B
36,21,C
74,45,B
17,52,C
14,86,B
75,59,B
89,98,A
68,67,B
41,63,B
61,44,B
62,34,B
46,10,C
83,100,A
34,60,B
53,81,B
23,74,B
61,55,B
16,46,C
50,85,B
13,50,C
60,62,B
100,48,A
31,62,B
14,60,C
31,60,B
34,95,B
93,75,A
59,73,B
63,91,A
68,33,B
12,44,C
61,27,B
16,42,C
38,45,B
33,52,B
62,53,B
19,49,C
57,87,A
25,84,B
40,91,B
45,95,A
48,35,B
25,16,C
26,91,B
21,98,B
50,26,C
13,23,C
54,34,B
23,89,B
19,44,C
59,58,B
66,56,B
92,58,A
37,10,C
36,85,B
76,16,B
20,52,C
53,13,C
33,19,C
25,35,C
31,25,C
73,18,B
66,61,B
14,88,B
52,64,B
13,39,C
43,19,C
57,13,C
23,44,C
45,58,B
48,79,B
73,26,B
72,16,B
56,47,B
65,25,B
40,58,B
82,44,B
49,27,C
63,50,B
47,48,B
74,66,A
90,55,A
96,38,B
71,76,A
82,94,A
19,33,C
88,35,B
83,72,A
57,68,B
43,39,B
60,53,B
41,61,B
97,22,B
83,18,B
22,31,C
80,35,B
32,33,C
86,12,B
17,15,C
92,21,B
27,57,B
68,78,A
53,30,B
40,15,C
23,87,B
32,63,B
72,77,A
35,84,B
95,100,A
81,30,B
69,34,B
62,78,A
11,21,C
17,55,C
65,99,A
77,17,B
39,14,C
10,43,C
57,12,C
81,30,B
60,57,B
10,14,C
83,68,A
26,87,B
11,80,B
26,25,C
20,75,B
37,70,B
62,94,A
98,82,A
79,99,A
65,43,B
68,34,B
44,42,B
64,86,A
75,15,B
27,83,B
60,36,B
90,42,B
43,19,C
57,13,C
42,90,B
64,33,B
41,52,B
76,56,B
58,100,A
34,90,B
46,45,B
83,70,A
54,58,B
67,17,B
97,88,A
34,70,B
94,30,B
32,77,B
11,15,C
76,94,A
42,61,B
94,62,A
19,45,C
66,65,B
44,39,B
96,16,B
54,84,B
30,94,B
67,72,B
44,81,B
42,62,B
16,14,C
29,13,C
64,89,A
86,77,A
76,24,B
79,84,A
37,75,B
96,66,A
96,64,A
17,41,C
100,85,A
21,49,C
38,23,C
39,79,B
66,37,B
92,73,A
11,88,B
12,20,C
63,48,B
63,86,A
23,98,B
83,36,B
96,25,B
47,39,B
61,93,A
59,64,B
87,21,B
61,71,B
100,35,B
90,70,A
25,72,B
23,76,B
25,82,B
34,16,C
18,10,C
83,94,A
90,31,B
14,32,C
52,31,B
67,75,A
41,10,C
34,27,C
52,79,B
27,46,C
84,18,B
79,69,A
35,76,B
30,11,C
17,83,B
42,62,B
95,12,B
95,100,A
84,88,A
96,66,A
23,87,B
49,11,C
16,12,C
84,33,B
15,31,C
84,53,B
97,39,B
98,70,A
29,21,C
25,40,C
12,66,C
72,61,B
16,30,C
70,33,B
37,84,B
65,29,B
80,52,B
56,20,C
27,55,B
44,40,B
15,30,C
46,40,B
87,98,A
48,42,B
46,45,B
40,95,B
11,62,C
83,30,B
75,39,B
21,99,B
73,56,B
73,81,A
52,57,B
18,95,B
76,51,B
44,34,C
92,34,B
18,36,C
47,32,C
44,63,B
38,44,B
32,77,B
39,81,B
33,15,C
57,20,C
57,51,B
84,91,A
54,22,C
13,61,C
62,23,B
13,90,B
89,94,A
85,67,A
22,38,C
28,79,B
85,95,A
10,61,C
37,80,B
34,29,C
56,36,B
44,94,B
97,26,B
30,99,B
40,24,C
66,82,A
93,45,B
52,65,B
58,82,A
80,16,B
42,26,C
74,91,A
12,32,C
82,89,A
53,31,B
96,62,A
60,82,A
32,99,B
24,60,B
95,18,B
96,70,A
48,27,C
26,85,B
72,11,B
96,48,A
24,92,B
70,97,A
95,88,A
36,12,C
50,75,B
68,76,A
39,50,B
62,20,B
31,86,B
58,68,B
55,72,B
25,31,C
80,83,A
92,86,A
23,38,C
75,90,A
39,70,B
50,17,C
24,54,C
63,17,B
80,41,B
98,61,A
89,67,A
75,97,A
16,31,C
29,14,C
41,76,B
56,10,C
58,73,B
10,47,C
88,21,B
26,57,B
31,37,C
97,24,B
78,65,A
30,49,C
11,54,C
11,41,C
37,45,B
15,70,B
76,100,A
73,85,A
93,56,A
65,12,C
28,10,C
72,81,A
19,61,B
26,32,C
37,69,B
81,92,A
17,92,B
95,97,A
66,13,C
93,10,B
84,66,A
28,16,C
86,67,A
87,97,A
41,58,B
13,48,C
82,63,A
69,43,B
54,92,A
53,100,A
100,37,B
86,81,A
88,80,A
42,63,B
42,77,B
99,50,A
86,19,B
95,54,A
34,50,B
56,94,A
67,41,B
93,67,A
84,37,B
84,77,A
64,35,B
68,57,B
48,57,B
39,39,C
76,39,B
24,76,B
17,17,C
30,59,B
61,96,A
96,83,A
39,34,C
16,66,B
47,10,C
43,38,B
51,37,B
50,85,B
11,94,B
49,25,C
53,45,B
95,25,B
44,79,B
69,92,A
22,55,C
51,97,A
30,21,C
11,80,B
90,100,A
64,14,C
46,22,C
95,70,A
26,65,B
39,23,C
91,98,A
82,73,A
36,91,B
89,35,B
36,68,B
33,54,B
42,80,B
34,69,B
30,39,C
88,85,A
77,99,A
95,99,A
20,64,B
60,86,A
27,94,B
40,83,B
88,16,B
86,22,B
55,38,B
13,13,C
49,45,B
100,53,A
97,50,A
88,59,A
40,47,B
13,87,B
46,12,C
21,30,C
96,72,A
51,51,B
70,80,A
50,23,C
67,74,A
85,26,B
93,98,A
80,75,A
19,67,B
70,38,B
11,77,B
21,36,C
22,15,C
96,41,B
76,29,B
57,15,C
17,24,C
61,77,B
88,56,A
69,23,B
53,33,B
57,15,C
86,41,B
33,58,B
18,44,C
69,28,B
90,64,A
73,81,A
34,59,B
97,70,A
23,61,B
90,57,A
96,98,A
32,46,C
11,48,C
27,98,B
71,54,B
86,20,B
86,21,B
33,84,B
24,93,B
81,27,B
77,91,A
53,11,C
68,92,A
27,68,B
84,45,B
68,64,B
59,20,C
20,67,B
42,75,B
26,67,B
11,81,B
90,69,A
51,31,B
98,13,B
86,54,A
44,26,C
21,48,C
68,97,A
78,82,A
63,16,C
47,74,B
67,49,B
36,87,B
42,96,B
93,42,B
22,78,B
72,44,B
73,67,A
27,54,B
34,56,B
96,29,B
90,50,A
43,95,B
96,11,B
49,19,C
16,60,C
80,21,B
26,98,B
28,26,C
72,87,A
46,26,C
69,59,B
24,99,B
93,24,B
83,23,B
16,88,B
85,71,A
43,95,B
29,12,C
74,33,B
50,91,A
28,51,C
78,17,B
54,15,C
17,53,C
87,86,A
92,31,B
84,62,A
84,36,B
94,91,A
22,86,B
43,11,C
42,93,B
61,93,A
43,25,C
61,29,B
49,88,B
45,14,C
90,47,B
56,88,A
67,91,A
88,86,A
47,93,A
100,29,B
43,18,C
94,24,B
12,67,C
30,80,B
70,28,B
50,82,B
38,57,B
12,21,C
25,66,B
83,44,B
35,57,B
48,53,B
12,33,C
99,41,A
25,11,C
97,32,B
87,43,B
87,49,B
90,76,A
29,48,C
82,28,B
57,93,A
62,95,A
23,25,C
29,95,B
85,73,A
73,46,B
67,38,B
23,77,B
30,54,B
95,27,B
68,48,B
78,73,A
87,64,A
76,31,B
83,33,B
66,18,B
46,97,A
33,38,C
10,61,C
66,44,B
64,71,B
25,32,C
75,81,A
46,89,B
22,84,B
24,96,B
82,44,B
78,16,B
32,35,C
87,72,A
16,71,B
11,46,C
51,36,B
42,77,B
45,40,B
41,38,C
67,57,B
39,17,C
67,46,B
59,89,A
44,99,A
96,26,B
45,11,C
72,34,B
59,63,B
23,64,B
35,67,B
79,91,A
73,82,A
43,88,B
15,96,B
81,87,A
46,35,B
27,41,C
23,38,C
52,89,A
43,12,C
93,73,A
26,18,C
95,30,B
22,15,C
78,92,A
40,14,C
11,11,C
100,31,B
43,76,B
65,76,A
53,71,B
22,43,C
56,11,C
82,12,B
59,31,B
97,15,B
38,60,B
95,28,B
86,79,A
65,26,B
39,33,C
76,45,B
49,42,B
86,31,B
37,67,B
21,91,B
80,40,B
37,45,B
16,43,C
56,98,A
86,71,A
56,75,B
96,30,B
27,68,B
16,70,B
32,64,B
95,33,B
95,95,A
69,28,B
34,46,B
42,11,C
57,68,B
76,19,B
76,32,B
54,55,B
48,97,A
18,33,C
63,94,A
80,84,A
82,66,A
73,38,B
42,41,B
75,53,B
24,31,C
98,96,A
90,24,B
96,31,B
36,57,B
67,28,B
94,86,A
48,92,A
15,87,B
52,75,B
28,81,B
87,96,A
52,36,B
66,12,C
35,46,B
50,53,B
51,14,C
40,42,B
78,93,A
11,95,B
75,40,B
66,80,A
93,96,A
36,61,B
18,99,B
30,50,B
27,10,C
41,93,B
17,80,B
17,52,C
30,66,B
35,17,C
62,68,B
80,57,B
96,49,A
31,78,B
38,61,B
27,67,B
12,74,B
11,85,B
30,45,C
80,97,A
26,73,B
16,14,C
37,74,B
54,13,C
78,97,A
25,79,B
66,24,B
71,62,B
34,66,B
22,96,B
31,52,B
25,47,C
77,28,B
72,98,A
84,27,B
80,34,B
98,27,B
18,69,B
98,34,B
34,56,B
91,61,A
80,59,B
99,19,B
64,19,B
49,100,A
58,46,B
25,74,B
90,54,A
46,53,B
69,78,A
79,59,B
26,61,B
29,46,C
32,40,C
31,88,B
85,39,B
66,73,B
63,33,B
16,86,B
24,79,B
21,75,B
85,49,B
91,95,A
26,74,B
65,19,B
70,36,B
68,91,A
57,15,C
76,73,A
93,57,A
97,48,A
11,67,C
47,31,C
95,62,A
100,22,B
35,45,B
89,97,A
44,68,B
61,92,A
86,48,B
65,89,A
35,91,B
74,76,A
24,99,B
14,89,B
70,31,B
37,74,B
26,57,B
21,58,C
100,85,A
62,12,C
15,59,C
17,41,C
55,11,C
67,32,B
21,19,C
78,44,B
41,25,C
59,54,B
17,33,C
78,30,B
97,72,A
90,89,A
48,61,B
91,76,A
99,51,A
82,75,A
74,99,A
83,50,B
39,39,C
31,75,B
43,76,B
59,73,B
96,44,A
66,82,A
79,14,B
79,88,A
46,37,B
31,26,C
97,50,A
81,36,B
80,85,A
33,13,C
30,58,B
76,82,A
80,34,B
44,97,A
96,64,A
91,80,A
10,80,B
43,61,B
53,72,B
97,61,A
61,30,B
26,27,C
94,61,A
20,13,C
61,78,B
68,68,B
90,80,A
56,19,C
54,17,C
88,35,B
17,19,C
34,25,C
63,100,A
75,30,B
26,11,C
97,26,B
33,53,B
30,41,C
31,89,B
86,30,B
48,50,B
84,29,B
61,100,A
69,42,B
45,28,C
85,82,A
63,69,B
86,85,A
90,100,A
21,28,C
45,14,C
43,28,C
73,72,A
82,17,B
36,63,B
67,49,B
76,96,A
41,21,C
100,67,A
67,23,B
62,21,B
40,48,B
45,94,B
29,27,C
98,63,A
79,100,A
97,21,B
11,92,B
43,12,C
35,32,C
10,88,B
36,15,C
46,66,B
63,41,B
30,27,C
81,16,B
81,86,A
20,25,C
14,46,C
48,99,A
55,52,B
79,60,B
90,10,B
11,21,C
94,10,B
29,92,B
19,45,C
79,88,A
74,19,B
95,92,A
100,64,A
91,72,A
47,51,B
91,58,A
94,14,B
80,85,A
12,58,C
94,95,A
53,66,B
32,88,B
30,17,C
67,95,A
83,28,B
95,27,B
16,33,C
49,54,B
12,92,B
73,31,B
52,13,C
24,11,C
88,20,B
11,55,C
73,67,A
52,71,B
73,18,B
52,86,B
13,65,C
89,80,A
81,13,B
100,34,B
21,85,B
33,35,C
94,27,B
89,80,A
71,36,B
62,90,A
100,51,A
97,56,A
51,75,B
92,91,A
15,80,B
76,47,B
75,95,A
62,99,A
42,86,B
62,74,B
50,54,B
52,97,A
61,53,B
82,38,B
90,39,B
21,87,B
45,88,B
26,37,C
34,55,B
83,76,A
17,37,C
40,23,C
62,69,B
35,81,B
32,47,C
93,12,B
52,18,C
27,86,B
19,23,C
90,13,B
38,63,B
74,19,B
53,84,B
78,12,B
62,15,C
91,17,B
36,34,C
28,48,C
46,93,B
83,86,A
85,75,A
69,81,A
27,35,C
27,22,C
65,59,B
71,66,B
23,70,B
50,82,B
41,91,B
86,42,B
92,94,A
63,41,B
16,11,C
99,12,B
69,97,A
63,36,B
22,71,B
72,15,B
89,10,B
14,24,C
73,87,A
69,47,B
23,13,C
68,18,B
58,68,B
79,16,B
12,34,C
60,79,B
18,19,C
48,48,B
11,24,C
30,44,C
16,56,C
11,75,B
93,92,A
85,45,B
77,84,A
28,44,C
38,41,C
93,50,A
15,90,B
96,17,B
56,23,C
15,45,C
81,39,B
45,73,B
71,77,A
91,13,B
69,81,A
33,29,C
86,52,B
17,18,C
63,36,B
45,31,C
84,76,A
51,12,C
81,62,A
51,11,C
85,11,B
88,16,B
82,89,A
60,11,C
88,46,B
14,66,B
100,38,B
29,48,C
30,93,B
34,85,B
15,47,C
73,19,B
31,28,C
94,39,B
75,92,A
58,92,A
17,12,C
29,51,B
63,21,B
22,68,B
26,56,B
16,62,C
60,92,A
82,16,B
16,49,C
79,91,A
18,53,C
84,40,B
32,18,C
53,76,B
26,40,C
38,69,B
79,26,B
26,73,B
51,86,B
14,11,C
52,100,A
84,47,B
18,69,B
64,15,C
75,99,A
14,65,C
51,55,B
87,50,B
70,24,B
99,96,A
65,98,A
82,88,A
19,83,B
55,12,C
46,95,A
30,71,B
58,30,B
27,93,B
40,95,B
66,38,B
77,27,B
34,30,C
89,84,A
14,79,B
21,51,C
64,36,B
84,13,B
92,74,A
38,30,C
93,16,B
100,45,A
89,45,B
57,12,C
74,43,B
98,77,A
35,79,B
54,29,B
69,57,B
64,71,B
31,22,C
87,64,A
75,88,A
47,55,B
14,83,B
15,44,C
99,88,A
58,10,C
88,90,A
60,19,C
21,12,C
89,64,A
89,39,B
21,47,C
79,87,A
66,44,B
85,13,B
39,10,C
51,62,B
74,29,B
39,73,B
95,28,B
71,90,A
52,26,C
72,15,B
28,27,C
54,96,A
40,26,C
20,85,B
92,56,A
33,24,C
42,36,C
34,25,C
64,75,B
12,57,C
54,56,B
78,71,A
91,48,B
28,75,B
98,99,A
42,46,B
63,11,C
17,12,C
35,95,B
26,48,C
45,89,B
52,76,B
83,32,B
91,75,A
28,60,B
61,78,B
26,43,C
90,48,B
94,22,B
65,48,B
26,45,C
64,86,A
19,23,C
72,14,B
46,75,B
49,38,B
61,19,B
24,15,C
80,94,A
51,92,A
88,17,B
82,10,B
39,77,B
88,34,B
81,62,A
74,65,B
63,54,B
46,39,B
19,19,C
85,100,A
48,22,C
65,29,B
46,74,B
67,59,B
43,27,C
98,59,A
38,79,B
84,10,B
30,88,B
88,57,A
83,85,A
11,95,B
34,59,B
58,37,B
88,87,A
92,81,A
18,90,B
35,68,B
44,91,B
29,30,C
20,99,B
42,81,B
93,14,B
64,47,B
94,18,B
59,53,B
65,68,B
32,10,C
58,98,A
80,23,B
40,11,C
26,70,B
14,87,B
93,89,A
79,35,B
70,61,B
98,33,B
30,42,C
11,65,C
77,24,B
39,98,B
84,47,B
99,81,A
57,99,A
66,87,A
71,98,A
98,40,B
37,91,B
67,76,A
93,71,A
100,40,A
85,84,A
45,17,C
38,98,B
91,61,A
92,39,B
48,14,C
32,95,B
100,59,A
36,18,C
94,56,A
43,14,C
53,77,B
32,15,C
45,99,A
35,59,B
93,68,A
28,48,C
44,83,B
57,71,B
43,57,B
88,14,B
49,26,C
52,79,B
83,83,A
99,99,A
50,34,B
91,19,B
85,58,A
77,43,B
38,12,C
62,15,C
86,69,A
15,100,B
99,33,B
48,25,C
11,50,C
47,15,C
71,80,A
27,37,C
20,59,C
52,10,C
52,94,A
49,77,B
12,68,B
56,11,C
42,81,B
25,10,C
34,15,C
20,62,B
83,14,B
60,59,B
74,92,A
92,22,B
35,39,C
22,41,C
75,78,A
79,48,B
27,51,C
43,60,B
34,27,C
81,99,A
75,32,B
69,25,B
14,11,C
24,46,C
19,36,C
25,81,B
65,69,B
45,53,B
99,71,A
25,58,B
26,40,C
28,38,C
25,78,B
86,66,A
99,21,B
26,77,B
64,79,A
41,56,B
15,66,B
43,90,B
71,89,A
40,47,B
67,67,B
38,79,B
81,97,A
34,67,B
91,84,A
14,76,B
35,85,B
61,48,B
100,80,A
55,70,B
41,99,A
37,50,B
94,56,A
17,46,C
52,22,C
54,53,B
96,13,B
83,32,B
98,33,B
28,94,B
40,58,B
99,11,B
15,44,C
70,76,A
14,79,B
24,74,B
88,94,A
70,22,B
86,54,A
91,29,B
55,65,B
18,100,B
92,45,B
49,24,C
13,97,B
18,41,C
54,75,B
45,42,B
17,96,B
53,65,B
87,23,B
22,28,C
16,46,C
51,100,A
91,28,B
72,93,A
100,43,A
55,63,B
57,71,B
79,61,A
20,94,B
45,80,B
35,61,B
64,68,B
39,48,B
25,32,C
81,36,B
35,87,B
73,66,B
36,62,B
37,38,C
98,52,A
72,12,B
98,95,A
90,93,A
40,28,C
15,13,C
42,67,B
84,20,B
88,16,B
85,29,B
66,94,A
68,93,A
56,33,B
43,72,B
67,27,B
30,35,C
14,90,B
36,34,C
77,66,A
61,75,B
63,11,C
82,72,A
75,78,A
51,38,B
90,24,B
14,78,B
92,84,A
45,98,A
31,71,B
65,70,B
52,72,B
54,24,C
21,55,C
57,63,B
50,36,B
71,56,B
92,58,A
49,10,C
50,52,B
16,11,C
10,62,C
87,47,B
89,37,B
88,22,B
43,66,B
55,49,B
17,66,B
93,63,A
32,71,B
95,34,B
60,31,B
91,22,B
35,54,B
81,41,B
24,23,C
11,77,B
54,73,B
45,27,C
93,98,A
23,12,C
63,73,B
100,44,A
88,76,A
99,56,A
23,88,B
72,31,B
88,45,B
85,14,B
30,49,C
73,67,A
20,40,C
14,62,C
62,33,B
96,20,B
77,75,A
44,22,C
66,69,B
83,74,A
92,98,A
29,72,B
63,93,A
93,65,A
40,75,B
36,69,B
48,38,B
35,54,B
91,88,A
16,59,C
24,47,C
37,38,C
59,71,B
20,47,C
99,77,A
50,57,B
59,40,B
41,20,C
75,57,B
60,29,B
98,17,B
68,89,A
17,43,C
26,33,C
80,81,A
24,26,C
77,95,A
48,12,C
30,85,B
91,21,B
34,33,C
94,76,A
19,84,B
13,83,B
10,81,B
39,42,B
12,43,C
67,20,B
93,31,B
21,95,B
18,73,B
71,75,A
63,75,B
87,59,A
53,84,B
56,20,C
27,76,B
19,63,B
26,42,C
64,96,A
39,92,B
20,13,C
90,96,A
27,62,B
52,20,C
42,53,B
77,52,B
73,56,B
38,23,C
28,75,B
61,86,A
62,68,B
84,10,B
87,80,A
15,44,C
50,28,C
69,100,A
34,12,C
38,42,B
55,92,A
100,60,A
12,63,C
63,95,A
33,37,C
24,84,B
41,15,C
40,14,C
27,85,B
60,34,B
36,12,C
24,98,B
31,81,B
72,61,B
66,44,B
23,99,B
39,53,B
53,10,C
98,94,A
17,21,C
90,31,B
57,36,B
75,44,B
47,45,B
70,35,B
61,73,B
